File Name,Positive Prompt,Negative Prompt,Aspect Ratio,Width (pixels),Height (pixels),Model Configurations
00003-833658480.png,"comic 1 girl, masterpiece, best quality, high resolution, 8K, HDR, bloom, sun light, raytracing, detailed shadows, intricate tree shadow, bokeh, depth of field, film photography, film grain, glare, (wind:0.8), detailed hair, beautiful face, beautiful girl, ultra detailed eyes, cinematic lighting, (hyperdetailed:1.15), outdoors . graphic illustration, comic art, graphic novel art, vibrant, highly detailed","photograph, deformed, glitch, noisy, realistic, stock photo, (worst quality:2.00), (low quality:2.00), (normal quality:2.00), low-res,text,watermark",1.0,1024,1024,"Steps: 20, Sampler: DPM++ 2M Karras, CFG scale: 7, Seed: 833658480, Size: 1024x1024, Model hash: 31e35c80fc, Model: sd_xl_base_1.0, Style Selector Enabled: True, Style Selector Randomize: True, Style Selector Style: Photographic, ADetailer model: face_yolov8n.pt, ADetailer confidence: 0.3, ADetailer dilate/erode: 4, ADetailer mask blur: 4, ADetailer denoising strength: 0.4, ADetailer inpaint only masked: True, ADetailer inpaint padding: 32, ADetailer version: 23.9.3, Version: v1.6.0"
00004-1278577059.png,"A realistic image of a doctor from the future performing a surgery on a robot with a robot assistant and screens and tools from the future, the image should have a glowing neon lighting",No negative prompt,1.0,768,768,"Steps: 25, Sampler: DPM++ 2M Karras, CFG scale: 7, Seed: 1278577059, Size: 768x768, Model hash: 15012c538f, Model: realisticVisionV51_v51VAE, Style Selector Enabled: True, Style Selector Randomize: False, Style Selector Style: base, Version: v1.6.0"
00004-1573076882.png,"cinematic film still image of Claudio Monteverdi, 8k hyper-realistic, pixel-perfect, intricate details,",No negative prompt,0.6666666666666666,1024,1536,"Steps: 25, Sampler: DPM++ 2M Karras, CFG scale: 7, Seed: 1573076882, Size: 512x768, Model hash: 15012c538f, Model: realisticVisionV51_v51VAE, Denoising strength: 0.7, Style Selector Enabled: True, Style Selector Randomize: False, Style Selector Style: Cinematic, ADetailer model: face_yolov8n.pt, ADetailer confidence: 0.3, ADetailer dilate/erode: 4, ADetailer mask blur: 4, ADetailer denoising strength: 0.4, ADetailer inpaint only masked: True, ADetailer inpaint padding: 32, ADetailer version: 23.9.3, Hires upscale: 2, Hires upscaler: R-ESRGAN 4x+, Version: v1.6.0"
00004-833658481.png,"Papercut collage of 1 girl, masterpiece, best quality, high resolution, 8K, HDR, bloom, sun light, raytracing, detailed shadows, intricate tree shadow, bokeh, depth of field, film photography, film grain, glare, (wind:0.8), detailed hair, beautiful face, beautiful girl, ultra detailed eyes, cinematic lighting, (hyperdetailed:1.15), outdoors . Mixed media, textured paper, overlapping, asymmetrical, abstract, vibrant","photo, 3D, realistic, drawing, painting, high detail, disfigured, (worst quality:2.00), (low quality:2.00), (normal quality:2.00), low-res,text,watermark",1.0,1024,1024,"Steps: 20, Sampler: DPM++ 2M Karras, CFG scale: 7, Seed: 833658481, Size: 1024x1024, Model hash: 31e35c80fc, Model: sd_xl_base_1.0, Style Selector Enabled: True, Style Selector Randomize: True, Style Selector Style: Legend of Zelda, ADetailer model: face_yolov8n.pt, ADetailer confidence: 0.3, ADetailer dilate/erode: 4, ADetailer mask blur: 4, ADetailer denoising strength: 0.4, ADetailer inpaint only masked: True, ADetailer inpaint padding: 32, ADetailer version: 23.9.3, Version: v1.6.0"
00005-1278577060.png,"A realistic image of a doctor from the future performing a surgery on a robot with a robot assistant and screens and tools from the future, the image should have a glowing neon lighting",No negative prompt,1.0,768,768,"Steps: 25, Sampler: DPM++ 2M Karras, CFG scale: 7, Seed: 1278577060, Size: 768x768, Model hash: 15012c538f, Model: realisticVisionV51_v51VAE, Style Selector Enabled: True, Style Selector Randomize: False, Style Selector Style: base, Version: v1.6.0"
00005-1554412924.png,"cinematic film still image of Claudio Monteverdi, 8k hyper-realistic, pixel-perfect, intricate details, expressive gaze, Baroque photography, soft chiaroscuro lighting,  (masterpiece:1.2), hdr, detailed background with musical instruments:0.7  musical pioneer, artistic intensity.",No negative prompt,1.5,1536,1024,"Steps: 25, Sampler: DPM++ 2M Karras, CFG scale: 7, Seed: 1554412924, Size: 768x512, Model hash: 15012c538f, Model: realisticVisionV51_v51VAE, Denoising strength: 0.7, Style Selector Enabled: True, Style Selector Randomize: False, Style Selector Style: Cinematic, ADetailer model: face_yolov8n.pt, ADetailer confidence: 0.3, ADetailer dilate/erode: 4, ADetailer mask blur: 4, ADetailer denoising strength: 0.4, ADetailer inpaint only masked: True, ADetailer inpaint padding: 32, ADetailer version: 23.9.3, Hires upscale: 2, Hires upscaler: R-ESRGAN 4x+, Version: v1.6.0"
00005-3058424543.png,"Abstract style 1 girl, masterpiece, best quality, high resolution, 8K, HDR, bloom, sun light, raytracing, detailed shadows, intricate tree shadow, bokeh, depth of field, film photography, film grain, glare, (wind:0.8), detailed hair, beautiful face, beautiful girl, ultra detailed eyes, cinematic lighting, (hyperdetailed:1.15), outdoors . Non-representational, colors and shapes, expression of feelings, imaginative, highly detailed","realistic, photographic, figurative, concrete, (worst quality:2.00), (low quality:2.00), (normal quality:2.00), low-res,text,watermark",1.0,1024,1024,"Steps: 20, Sampler: DPM++ 2M Karras, CFG scale: 7, Seed: 3058424543, Size: 1024x1024, Model hash: 31e35c80fc, Model: sd_xl_base_1.0, Style Selector Enabled: True, Style Selector Randomize: False, Style Selector Style: Abstract, ADetailer model: face_yolov8n.pt, ADetailer confidence: 0.3, ADetailer dilate/erode: 4, ADetailer mask blur: 4, ADetailer denoising strength: 0.4, ADetailer inpaint only masked: True, ADetailer inpaint padding: 32, ADetailer version: 23.9.3, Version: v1.6.0"
00006-1554412925.png,"cinematic film still image of Claudio Monteverdi, 8k hyper-realistic, pixel-perfect, intricate details, expressive gaze, Baroque photography, soft chiaroscuro lighting,  (masterpiece:1.2), hdr, detailed background with musical instruments:0.7  musical pioneer, artistic intensity.",No negative prompt,1.5,1536,1024,"Steps: 25, Sampler: DPM++ 2M Karras, CFG scale: 7, Seed: 1554412925, Size: 768x512, Model hash: 15012c538f, Model: realisticVisionV51_v51VAE, Denoising strength: 0.7, Style Selector Enabled: True, Style Selector Randomize: False, Style Selector Style: Cinematic, ADetailer model: face_yolov8n.pt, ADetailer confidence: 0.3, ADetailer dilate/erode: 4, ADetailer mask blur: 4, ADetailer denoising strength: 0.4, ADetailer inpaint only masked: True, ADetailer inpaint padding: 32, ADetailer version: 23.9.3, Hires upscale: 2, Hires upscaler: R-ESRGAN 4x+, Version: v1.6.0"
00006-3058424544.png,"Abstract style 1 girl, masterpiece, best quality, high resolution, 8K, HDR, bloom, sun light, raytracing, detailed shadows, intricate tree shadow, bokeh, depth of field, film photography, film grain, glare, (wind:0.8), detailed hair, beautiful face, beautiful girl, ultra detailed eyes, cinematic lighting, (hyperdetailed:1.15), outdoors . Non-representational, colors and shapes, expression of feelings, imaginative, highly detailed","realistic, photographic, figurative, concrete, (worst quality:2.00), (low quality:2.00), (normal quality:2.00), low-res,text,watermark",1.0,1024,1024,"Steps: 20, Sampler: DPM++ 2M Karras, CFG scale: 7, Seed: 3058424544, Size: 1024x1024, Model hash: 31e35c80fc, Model: sd_xl_base_1.0, Style Selector Enabled: True, Style Selector Randomize: False, Style Selector Style: Abstract, ADetailer model: face_yolov8n.pt, ADetailer confidence: 0.3, ADetailer dilate/erode: 4, ADetailer mask blur: 4, ADetailer denoising strength: 0.4, ADetailer inpaint only masked: True, ADetailer inpaint padding: 32, ADetailer version: 23.9.3, Version: v1.6.0"
00006-3612012863.png,"cinematic film still A realistic image of a doctor from the future performing surgery on a robot with a robot assistant and screens and tools from the future, the image should have a glowing neon lighting",No negative prompt,1.0,768,768,"Steps: 25, Sampler: DPM++ 2M Karras, CFG scale: 7, Seed: 3612012863, Size: 768x768, Model hash: 15012c538f, Model: realisticVisionV51_v51VAE, Style Selector Enabled: True, Style Selector Randomize: False, Style Selector Style: Cinematic, Version: v1.6.0"
00007-1313868291.png,"cinematic film still 1 girl, masterpiece, best quality, high resolution, 8K, HDR, bloom, sun light, raytracing, detailed shadows, intricate tree shadow, bokeh, depth of field, film photography, film grain, glare, (wind:0.8), detailed hair, beautiful face, beautiful girl, ultra detailed eyes, cinematic lighting, (hyperdetailed:1.15), outdoors . shallow depth of field, vignette, highly detailed, high budget, bokeh, cinemascope, moody, epic, gorgeous, film grain, grainy","anime, cartoon, graphic, text, painting, crayon, graphite, abstract, glitch, deformed, mutated, ugly, disfigured, (worst quality:2.00), (low quality:2.00), (normal quality:2.00), low-res,text,watermark",0.75,768,1024,"Steps: 20, Sampler: DPM++ 2M Karras, CFG scale: 7, Seed: 1313868291, Size: 768x1024, Model hash: 31e35c80fc, Model: sd_xl_base_1.0, Style Selector Enabled: True, Style Selector Randomize: False, Style Selector Style: Cinematic, ADetailer model: face_yolov8n.pt, ADetailer confidence: 0.3, ADetailer dilate/erode: 4, ADetailer mask blur: 4, ADetailer denoising strength: 0.4, ADetailer inpaint only masked: True, ADetailer inpaint padding: 32, ADetailer version: 23.9.3, Version: v1.6.0"
00007-1554412926.png,"cinematic film still image of Claudio Monteverdi, 8k hyper-realistic, pixel-perfect, intricate details, expressive gaze, Baroque photography, soft chiaroscuro lighting,  (masterpiece:1.2), hdr, detailed background with musical instruments:0.7  musical pioneer, artistic intensity.",No negative prompt,1.5,1536,1024,"Steps: 25, Sampler: DPM++ 2M Karras, CFG scale: 7, Seed: 1554412926, Size: 768x512, Model hash: 15012c538f, Model: realisticVisionV51_v51VAE, Denoising strength: 0.7, Style Selector Enabled: True, Style Selector Randomize: False, Style Selector Style: Cinematic, ADetailer model: face_yolov8n.pt, ADetailer confidence: 0.3, ADetailer dilate/erode: 4, ADetailer mask blur: 4, ADetailer denoising strength: 0.4, ADetailer inpaint only masked: True, ADetailer inpaint padding: 32, ADetailer version: 23.9.3, Hires upscale: 2, Hires upscaler: R-ESRGAN 4x+, Version: v1.6.0"
00007-3612012864.png,"cinematic film still A realistic image of a doctor from the future performing surgery on a robot with a robot assistant and screens and tools from the future, the image should have a glowing neon lighting",No negative prompt,1.0,768,768,"Steps: 25, Sampler: DPM++ 2M Karras, CFG scale: 7, Seed: 3612012864, Size: 768x768, Model hash: 15012c538f, Model: realisticVisionV51_v51VAE, Style Selector Enabled: True, Style Selector Randomize: False, Style Selector Style: Cinematic, Version: v1.6.0"
00008-1071747567.png,"cinematic film still image of Claudio Monteverdi, 8k hyper-realistic, pixel-perfect, intricate details, expressive gaze, Baroque photography, soft chiaroscuro lighting,  (masterpiece:1.2), hdr, detailed background with musical instruments:0.7  musical pioneer, artistic intensity.",No negative prompt,1.5,1536,1024,"Steps: 25, Sampler: DPM++ 2M Karras, CFG scale: 7, Seed: 1071747567, Size: 768x512, Model hash: 15012c538f, Model: realisticVisionV51_v51VAE, Denoising strength: 0.7, Style Selector Enabled: True, Style Selector Randomize: False, Style Selector Style: Cinematic, ADetailer model: face_yolov8n.pt, ADetailer confidence: 0.3, ADetailer dilate/erode: 4, ADetailer mask blur: 4, ADetailer denoising strength: 0.4, ADetailer inpaint only masked: True, ADetailer inpaint padding: 32, ADetailer version: 23.9.3, Hires upscale: 2, Hires upscaler: R-ESRGAN 4x+, Version: v1.6.0"
00008-1313868292.png,"cinematic film still 1 girl, masterpiece, best quality, high resolution, 8K, HDR, bloom, sun light, raytracing, detailed shadows, intricate tree shadow, bokeh, depth of field, film photography, film grain, glare, (wind:0.8), detailed hair, beautiful face, beautiful girl, ultra detailed eyes, cinematic lighting, (hyperdetailed:1.15), outdoors . shallow depth of field, vignette, highly detailed, high budget, bokeh, cinemascope, moody, epic, gorgeous, film grain, grainy","anime, cartoon, graphic, text, painting, crayon, graphite, abstract, glitch, deformed, mutated, ugly, disfigured, (worst quality:2.00), (low quality:2.00), (normal quality:2.00), low-res,text,watermark",0.75,768,1024,"Steps: 20, Sampler: DPM++ 2M Karras, CFG scale: 7, Seed: 1313868292, Size: 768x1024, Model hash: 31e35c80fc, Model: sd_xl_base_1.0, Style Selector Enabled: True, Style Selector Randomize: False, Style Selector Style: Cinematic, ADetailer model: face_yolov8n.pt, ADetailer confidence: 0.3, ADetailer dilate/erode: 4, ADetailer mask blur: 4, ADetailer denoising strength: 0.4, ADetailer inpaint only masked: True, ADetailer inpaint padding: 32, ADetailer version: 23.9.3, Version: v1.6.0"
00008-1878096123.png,tower of babel in Atlantis big circular huge civilization lost technology with huge circular large city,"20, Sampler",1.0,512,512,"Steps: 20, Sampler: DPM++ 2M Karras, CFG scale: 7, Seed: 1878096123, Size: 512x512, Model hash: cbb4262126, Model: SDWorldLandmarks, Style Selector Enabled: True, Style Selector Randomize: False, Style Selector Style: base, Version: v1.6.0"
00008-3612012865.png,"cinematic film still A realistic image of a doctor from the future performing surgery on a robot with a robot assistant and screens and tools from the future, the image should have a glowing neon lighting",No negative prompt,1.0,768,768,"Steps: 25, Sampler: DPM++ 2M Karras, CFG scale: 7, Seed: 3612012865, Size: 768x768, Model hash: 15012c538f, Model: realisticVisionV51_v51VAE, Style Selector Enabled: True, Style Selector Randomize: False, Style Selector Style: Cinematic, Version: v1.6.0"
00009-1071747568.png,"cinematic film still image of Claudio Monteverdi, 8k hyper-realistic, pixel-perfect, intricate details, expressive gaze, Baroque photography, soft chiaroscuro lighting,  (masterpiece:1.2), hdr, detailed background with musical instruments:0.7  musical pioneer, artistic intensity.",No negative prompt,1.5,1536,1024,"Steps: 25, Sampler: DPM++ 2M Karras, CFG scale: 7, Seed: 1071747568, Size: 768x512, Model hash: 15012c538f, Model: realisticVisionV51_v51VAE, Denoising strength: 0.7, Style Selector Enabled: True, Style Selector Randomize: False, Style Selector Style: Cinematic, ADetailer model: face_yolov8n.pt, ADetailer confidence: 0.3, ADetailer dilate/erode: 4, ADetailer mask blur: 4, ADetailer denoising strength: 0.4, ADetailer inpaint only masked: True, ADetailer inpaint padding: 32, ADetailer version: 23.9.3, Hires upscale: 2, Hires upscaler: R-ESRGAN 4x+, Version: v1.6.0"
00009-2001761738.png,tower of babel in Atlantis big circular huge civilization lost technology with huge circular large city,"30, Sampler",1.0,768,768,"Steps: 30, Sampler: DPM++ 2M Karras, CFG scale: 7, Seed: 2001761738, Size: 768x768, Model hash: cbb4262126, Model: SDWorldLandmarks, Style Selector Enabled: True, Style Selector Randomize: False, Style Selector Style: base, Version: v1.6.0"
00009-3612012866.png,"cinematic film still A realistic image of a doctor from the future performing surgery on a robot with a robot assistant and screens and tools from the future, the image should have a glowing neon lighting",No negative prompt,1.0,768,768,"Steps: 25, Sampler: DPM++ 2M Karras, CFG scale: 7, Seed: 3612012866, Size: 768x768, Model hash: 15012c538f, Model: realisticVisionV51_v51VAE, Style Selector Enabled: True, Style Selector Randomize: False, Style Selector Style: Cinematic, Version: v1.6.0"
00009-4138250172.png,"cinematic photo 1 girl, masterpiece, best quality, high resolution, 8K, HDR, bloom, sun light, raytracing, detailed shadows, intricate tree shadow, bokeh, depth of field, film photography, film grain, glare, (wind:0.8), detailed hair, beautiful face, beautiful girl, ultra detailed eyes, cinematic lighting, (hyperdetailed:1.15), outdoors . 35mm photograph, film, bokeh, professional, 4k, highly detailed","drawing, painting, crayon, sketch, graphite, impressionist, noisy, blurry, soft, deformed, ugly, (worst quality:2.00), (low quality:2.00), (normal quality:2.00), low-res,text,watermark",0.75,768,1024,"Steps: 20, Sampler: DPM++ 2M Karras, CFG scale: 7, Seed: 4138250172, Size: 768x1024, Model hash: 31e35c80fc, Model: sd_xl_base_1.0, Style Selector Enabled: True, Style Selector Randomize: False, Style Selector Style: Photographic, ADetailer model: face_yolov8n.pt, ADetailer confidence: 0.3, ADetailer dilate/erode: 4, ADetailer mask blur: 4, ADetailer denoising strength: 0.4, ADetailer inpaint only masked: True, ADetailer inpaint padding: 32, ADetailer version: 23.9.3, Version: v1.6.0"
00010-1071747569.png,"cinematic film still image of Claudio Monteverdi, 8k hyper-realistic, pixel-perfect, intricate details, expressive gaze, Baroque photography, soft chiaroscuro lighting,  (masterpiece:1.2), hdr, detailed background with musical instruments:0.7  musical pioneer, artistic intensity.",No negative prompt,1.5,1536,1024,"Steps: 25, Sampler: DPM++ 2M Karras, CFG scale: 7, Seed: 1071747569, Size: 768x512, Model hash: 15012c538f, Model: realisticVisionV51_v51VAE, Denoising strength: 0.7, Style Selector Enabled: True, Style Selector Randomize: False, Style Selector Style: Cinematic, ADetailer model: face_yolov8n.pt, ADetailer confidence: 0.3, ADetailer dilate/erode: 4, ADetailer mask blur: 4, ADetailer denoising strength: 0.4, ADetailer inpaint only masked: True, ADetailer inpaint padding: 32, ADetailer version: 23.9.3, Hires upscale: 2, Hires upscaler: R-ESRGAN 4x+, Version: v1.6.0"
00010-2001761739.png,tower of babel in Atlantis big circular huge civilization lost technology with huge circular large city,"30, Sampler",1.0,768,768,"Steps: 30, Sampler: DPM++ 2M Karras, CFG scale: 7, Seed: 2001761739, Size: 768x768, Model hash: cbb4262126, Model: SDWorldLandmarks, Style Selector Enabled: True, Style Selector Randomize: False, Style Selector Style: base, Version: v1.6.0"
00010-2566608838.png,"cinematic film still a doll holding a basket of chocolates next to a lamp on a wall with a white background and a white brick wall, Chen Lin, trending on art station, a photorealistic painting, interactive art . shallow depth of field, vignette, highly detailed, high budget, bokeh, cinemascope, moody, epic, gorgeous, film grain, grainy","anime, cartoon, graphic, text, painting, crayon, graphite, abstract, glitch, deformed, mutated, ugly, disfigured, (((nude))),((naked)),((signature)),((logo)),(((nipples))),ng_deepnegative_v1_75t,(badhandv4:1.2),(worst quality:2),(low quality:2),(normal quality:2),lowres,bad anatomy,bad hands,((monochrome)),((grayscale)),((watermark)),",1.0,768,768,"Steps: 25, Sampler: DPM++ 2M Karras, CFG scale: 7, Seed: 2566608838, Size: 768x768, Model hash: 15012c538f, Model: realisticVisionV51_v51VAE, Style Selector Enabled: True, Style Selector Randomize: False, Style Selector Style: Cinematic, Version: v1.6.0"
00010-4138250173.png,"cinematic photo 1 girl, masterpiece, best quality, high resolution, 8K, HDR, bloom, sun light, raytracing, detailed shadows, intricate tree shadow, bokeh, depth of field, film photography, film grain, glare, (wind:0.8), detailed hair, beautiful face, beautiful girl, ultra detailed eyes, cinematic lighting, (hyperdetailed:1.15), outdoors . 35mm photograph, film, bokeh, professional, 4k, highly detailed","drawing, painting, crayon, sketch, graphite, impressionist, noisy, blurry, soft, deformed, ugly, (worst quality:2.00), (low quality:2.00), (normal quality:2.00), low-res,text,watermark",0.75,768,1024,"Steps: 20, Sampler: DPM++ 2M Karras, CFG scale: 7, Seed: 4138250173, Size: 768x1024, Model hash: 31e35c80fc, Model: sd_xl_base_1.0, Style Selector Enabled: True, Style Selector Randomize: False, Style Selector Style: Photographic, ADetailer model: face_yolov8n.pt, ADetailer confidence: 0.3, ADetailer dilate/erode: 4, ADetailer mask blur: 4, ADetailer denoising strength: 0.4, ADetailer inpaint only masked: True, ADetailer inpaint padding: 32, ADetailer version: 23.9.3, Version: v1.6.0"
00011-238502715.png,tower of evil paris  in Atlantis big circular huge civilization lost technology with huge circular large city,"30, Sampler",1.0,768,768,"Steps: 30, Sampler: DPM++ 2M Karras, CFG scale: 7, Seed: 238502715, Size: 768x768, Model hash: cbb4262126, Model: SDWorldLandmarks, Style Selector Enabled: True, Style Selector Randomize: False, Style Selector Style: base, Version: v1.6.0"
00011-2566608839.png,"cinematic film still a doll holding a basket of chocolates next to a lamp on a wall with a white background and a white brick wall, Chen Lin, trending on art station, a photorealistic painting, interactive art . shallow depth of field, vignette, highly detailed, high budget, bokeh, cinemascope, moody, epic, gorgeous, film grain, grainy","anime, cartoon, graphic, text, painting, crayon, graphite, abstract, glitch, deformed, mutated, ugly, disfigured, (((nude))),((naked)),((signature)),((logo)),(((nipples))),ng_deepnegative_v1_75t,(badhandv4:1.2),(worst quality:2),(low quality:2),(normal quality:2),lowres,bad anatomy,bad hands,((monochrome)),((grayscale)),((watermark)),",1.0,768,768,"Steps: 25, Sampler: DPM++ 2M Karras, CFG scale: 7, Seed: 2566608839, Size: 768x768, Model hash: 15012c538f, Model: realisticVisionV51_v51VAE, Style Selector Enabled: True, Style Selector Randomize: False, Style Selector Style: Cinematic, Version: v1.6.0"
